Date,Aircraft,Origin,Destination,Takoff,Landing,Duration,Gate Departure,Gate Arrival,Schedule_gd,Scheduled_ga,Is Weekend,Is Holiday,Delay (min),Is Delayed,dep_Blowing Snow,arr_Blowing Snow,dep_Clear,arr_Clear,dep_Cloudy,arr_Cloudy,dep_Drizzle,arr_Drizzle,dep_Fog,arr_Fog,dep_Freezing Drizzle,arr_Freezing Drizzle,dep_Freezing Fog,arr_Freezing Fog,dep_Mainly Clear,arr_Mainly Clear,dep_Moderate Rain,arr_Moderate Rain,dep_Moderate Snow,arr_Moderate Snow,dep_Mostly Cloudy,arr_Mostly Cloudy,dep_Rain,arr_Rain,dep_Rain Showers,arr_Rain Showers,dep_Snow,arr_Snow,dep_Snow Grains,arr_Snow Grains,dep_Snow Showers,arr_Snow Showers
29-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:17AM NST,09:36AM AST,1:49,7:50 AM,9:46 AM,7:55 AM,9:41 AM,1,0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:15AM NST,09:28AM AST,1:43,7:52 AM,9:33 AM,7:55 AM,9:41 AM,1,0,-8.0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:08AM NST,09:24AM AST,1:45,7:55 AM,9:27 AM,7:55 AM,9:41 AM,0,0,-14.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:52AM NST,10:00AM AST,1:37,8:03 AM,10:04 AM,7:55 AM,9:41 AM,0,1,23.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:11AM NST,09:14AM AST,1:32,7:47 AM,9:21 AM,7:55 AM,9:41 AM,0,1,-20.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:27AM NST,09:48AM AST,1:51,8:04 AM,9:58 AM,7:55 AM,9:41 AM,0,0,17.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
23-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:01AM NST,09:09AM AST,1:37,7:49 AM,9:21 AM,7:55 AM,9:41 AM,0,0,-20.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
22-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:15AM NST,09:33AM AST,1:47,8:00 AM,9:40 AM,7:55 AM,9:41 AM,1,0,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
21-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:28AM NST,09:56AM AST,1:58,8:12 AM,10:06 AM,7:55 AM,9:41 AM,1,0,25.0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:05AM NST,09:26AM AST,1:51,7:50 AM,9:32 AM,7:55 AM,9:41 AM,0,0,-9.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
19-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:05AM NST,09:27AM AST,1:51,7:45 AM,9:33 AM,7:55 AM,9:41 AM,0,0,-8.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
18-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),09:42AM NST,11:00AM AST,1:47,9:30 AM,11:13 AM,7:55 AM,9:41 AM,0,0,92.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:08AM NST,09:30AM AST,1:52,7:48 AM,9:47 AM,7:55 AM,9:41 AM,0,0,6.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:11AM NST,09:28AM AST,1:46,7:50 AM,9:33 AM,7:55 AM,9:41 AM,0,0,-8.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:26AM NST,09:30AM AST,1:34,8:15 AM,9:36 AM,7:55 AM,9:41 AM,1,0,-5.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:08AM NST,09:34AM AST,1:55,7:55 AM,9:41 AM,7:55 AM,9:41 AM,1,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),07:59AM NST,09:25AM AST,1:55,7:48 AM,9:37 AM,7:55 AM,9:41 AM,0,0,-4.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:00AM NST,09:34AM AST,2:03,7:48 AM,9:39 AM,7:55 AM,9:41 AM,0,0,-2.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),07:59AM NST,12:17PM AST,1:44,11:03 AM,12:17 PM,7:55 AM,9:41 AM,0,0,156.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:13AM NST,09:36AM AST,1:53,7:55 AM,9:40 AM,7:55 AM,9:41 AM,0,0,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
09-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),09:23AM NST,10:47AM AST,1:53,9:10 AM,10:53 AM,7:55 AM,9:41 AM,0,0,72.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
08-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:11AM NST,09:31AM AST,1:49,8:00 AM,9:59 AM,7:55 AM,9:41 AM,1,0,18.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:25AM NST,09:43AM AST,1:47,7:48 AM,9:47 AM,7:55 AM,9:41 AM,1,0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
06-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),09:55AM NST,11:32AM AST,Cancelled,,,7:55 AM,9:41 AM,0,0,1440.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
05-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),09:00AM NST,10:22AM AST,1:51,8:48 AM,10:28 AM,7:55 AM,9:41 AM,0,0,47.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
04-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:12AM NST,09:25AM AST,1:43,7:48 AM,9:30 AM,7:55 AM,9:41 AM,0,0,-11.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
03-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:06AM NST,09:37AM AST,2:00,7:55 AM,9:47 AM,7:55 AM,9:41 AM,0,0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
02-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:29AM NST,09:59AM AST,1:59,8:06 AM,10:05 AM,7:55 AM,9:41 AM,0,0,24.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
01-Dec-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:18AM NST,09:32AM AST,1:43,7:49 AM,9:36 AM,7:55 AM,9:41 AM,1,0,-5.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Nov-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),07:59AM NST,09:31AM AST,2:01,7:47 AM,9:43 AM,7:55 AM,9:41 AM,1,0,2.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Nov-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:01AM NST,09:38AM AST,2:07,7:51 AM,9:41 AM,7:55 AM,9:41 AM,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Nov-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),07:59AM NST,09:17AM AST,1:48,7:51 AM,9:23 AM,7:55 AM,9:41 AM,0,0,-18.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27-Nov-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:05AM NST,09:16AM AST,1:40,7:53 AM,9:32 AM,7:55 AM,9:41 AM,0,0,-9.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
26-Nov-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),07:58AM NST,09:14AM AST,1:45,7:47 AM,9:20 AM,7:55 AM,9:41 AM,0,0,-21.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Nov-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:35AM NST,09:30AM AST,1:25,8:23 AM,9:41 AM,7:55 AM,9:41 AM,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
24-Nov-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),07:54AM NST,09:02AM AST,1:37,7:42 AM,9:11 AM,7:55 AM,9:41 AM,1,0,-30.0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23-Nov-24,DH8D,St. John's Int'l (CYYT),Halifax Int'l (CYHZ),08:48AM NST,10:03AM AST,1:44,8:32 AM,10:09 AM,7:55 AM,9:41 AM,1,0,28.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
